freq,phAngle,power,reacPower,rmsCur,rmsVolt,value
50.0,275,0.208,-3.226,0.013,234.227,CoffeMachine
50.0,276,0.312,-3.226,0.013,233.262,CoffeMachine
50.0,276,0.208,-3.122,0.013,233.058,CoffeMachine
50.0,275,0.312,-3.226,0.013,233.132,CoffeMachine
50.0,275,0.312,-3.226,0.013,233.037,CoffeMachine
50.0,276,0.312,-3.122,0.013,232.975,CoffeMachine
50.0,276,0.312,-3.226,0.013,233.106,CoffeMachine
50.0,276,0.312,-3.122,0.013,233.093,CoffeMachine
50.0,273,0.104,-3.122,0.013,232.959,CoffeMachine
50.0,272,0.104,-3.122,0.013,233.072,CoffeMachine
50.0,272,0.104,-3.122,0.013,233.353,CoffeMachine
50.0,272,0.104,-3.122,0.013,233.245,CoffeMachine
50.0,272,0.104,-3.122,0.013,233.187,CoffeMachine
50.0,272,0.104,-3.122,0.013,232.862,CoffeMachine
50.0,273,0.104,-3.226,0.013,232.93,CoffeMachine
50.0,272,0.104,-3.226,0.013,232.958,CoffeMachine
50.0,272,0.104,-3.122,0.013,233.101,CoffeMachine
50.0,273,0.104,-3.122,0.013,232.92,CoffeMachine
50.0,272,0.104,-3.226,0.013,233.15,CoffeMachine
50.0,273,0.104,-3.122,0.013,233.109,CoffeMachine
50.0,273,0.104,-3.226,0.013,233.04,CoffeMachine
50.0,273,0.104,-3.122,0.013,233.058,CoffeMachine
50.0,272,0.104,-3.122,0.013,233.134,CoffeMachine
50.0,273,0.104,-3.122,0.013,233.085,CoffeMachine
50.0,273,0.104,-3.122,0.013,233.103,CoffeMachine
50.0,273,0.104,-3.122,0.013,233.266,CoffeMachine
50.0,273,0.104,-3.122,0.013,233.336,CoffeMachine
50.0,273,0.104,-3.122,0.013,233.44,CoffeMachine
50.0,273,0.104,-3.122,0.013,233.34,CoffeMachine
50.0,273,0.104,-3.226,0.013,233.328,CoffeMachine
50.0,273,0.104,-3.122,0.013,233.349,CoffeMachine
50.0,273,0.104,-3.122,0.013,233.328,CoffeMachine
50.0,272,0.104,-3.122,0.013,233.435,CoffeMachine
50.0,273,0.104,-3.226,0.013,233.602,CoffeMachine
50.0,273,0.104,-3.122,0.013,233.668,CoffeMachine
50.0,272,0.104,-3.122,0.013,233.631,CoffeMachine
50.0,272,0.104,-3.226,0.013,233.806,CoffeMachine
50.0,272,0.104,-3.226,0.013,233.783,CoffeMachine
50.0,272,0.104,-3.122,0.013,233.202,CoffeMachine
50.0,0,330.453,-3.85,2.708,232.441,CoffeMachine
50.0,274,0.208,-3.226,0.013,233.421,CoffeMachine
50.0,276,0.312,-3.226,0.013,233.867,CoffeMachine
50.0,275,0.208,-3.226,0.013,233.618,CoffeMachine
50.0,276,0.312,-3.226,0.013,233.684,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.721,CoffeMachine
50.0,275,0.208,-3.226,0.013,235.011,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.705,CoffeMachine
50.0,276,0.312,-3.226,0.013,235.269,CoffeMachine
50.0,275,0.312,-3.226,0.013,235.661,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.659,CoffeMachine
50.0,275,0.312,-3.226,0.013,235.457,CoffeMachine
50.0,349,9.991,-2.914,0.044,235.808,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.958,CoffeMachine
50.0,276,0.312,-3.226,0.013,235.59,CoffeMachine
50.0,276,0.312,-3.226,0.013,235.946,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.943,CoffeMachine
50.0,275,0.312,-3.226,0.013,235.455,CoffeMachine
50.0,276,0.312,-3.226,0.013,236.116,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.899,CoffeMachine
50.0,2,130.828,7.805,0.557,235.218,CoffeMachine
50.0,2,1238.757,47.148,5.302,232.814,CoffeMachine
50.0,0,1188.486,0.936,5.101,232.013,CoffeMachine
50.0,275,0.312,-3.226,0.013,235.529,CoffeMachine
50.0,0,0.0,0.0,0.0,235.053,CoffeMachine
50.0,273,0.104,-3.226,0.013,234.982,CoffeMachine
50.0,274,0.208,-3.226,0.013,234.343,CoffeMachine
50.0,274,0.208,-3.226,0.013,234.45,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.579,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.484,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.369,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.396,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.372,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.395,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.377,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.556,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.604,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.486,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.476,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.413,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.366,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.334,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.416,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.432,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.331,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.372,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.344,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.31,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.389,CoffeMachine
50.0,359,82.223,-2.914,0.351,234.126,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.441,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.412,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.498,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.353,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.515,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.428,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.345,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.436,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.377,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.272,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.48,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.401,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.325,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.44,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.267,CoffeMachine
50.0,2,1219.814,46.107,5.261,231.058,CoffeMachine
50.0,0,698.375,-2.601,3.922,232.458,CoffeMachine
50.0,0,245.211,-2.601,1.052,233.525,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.289,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.09,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.262,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.098,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.188,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.141,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.177,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.079,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.064,CoffeMachine
50.0,2,1020.397,42.048,4.809,231.583,CoffeMachine
50.0,2,1218.565,46.627,5.255,231.099,CoffeMachine
50.0,275,0.312,-3.226,0.013,235.328,CoffeMachine
50.0,275,0.312,-3.226,0.013,235.907,CoffeMachine
50.0,276,0.312,-3.226,0.013,236.002,CoffeMachine
50.0,275,0.312,-3.226,0.013,235.996,CoffeMachine
50.0,0,228.038,-1.665,0.97,235.258,CoffeMachine
50.0,54,35.907,51.207,0.264,236.517,CoffeMachine
50.0,275,0.208,-3.226,0.013,236.616,CoffeMachine
50.0,46,37.78,40.278,0.233,236.477,CoffeMachine
50.0,2,1243.024,46.731,5.309,233.329,CoffeMachine
50.0,0,695.981,-1.977,3.922,233.708,CoffeMachine
50.0,2,1223.249,45.378,5.268,231.391,CoffeMachine
50.0,0,462.53,-1.665,3.211,233.479,CoffeMachine
50.0,353,16.965,-3.746,0.074,234.734,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.783,CoffeMachine
50.0,53,35.595,49.437,0.259,235.157,CoffeMachine
50.0,37,8.014,7.493,0.046,234.589,CoffeMachine
50.0,55,35.074,49.021,0.257,234.457,CoffeMachine
50.0,276,0.312,-3.226,0.013,235.262,CoffeMachine
50.0,2,1021.646,47.46,4.804,232.111,CoffeMachine
50.0,2,1218.669,44.546,5.256,231.036,CoffeMachine
50.0,0,1093.253,2.081,4.899,231.38,CoffeMachine
50.0,359,71.71,-2.393,0.306,234.178,CoffeMachine
50.0,0,236.156,-2.601,1.013,233.631,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.188,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.254,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.334,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.382,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.383,CoffeMachine
50.0,346,9.679,-2.706,0.042,234.264,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.338,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.474,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.393,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.171,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.295,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.422,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.335,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.427,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.42,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.419,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.433,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.16,CoffeMachine
50.0,276,0.208,-3.226,0.013,234.018,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.108,CoffeMachine
50.0,275,0.208,-3.226,0.013,233.94,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.059,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.092,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.122,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.131,CoffeMachine
50.0,276,0.208,-3.226,0.013,234.154,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.145,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.143,CoffeMachine
50.0,359,0.208,-3.226,0.013,234.103,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.107,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.128,CoffeMachine
50.0,355,191.194,-3.746,0.82,233.72,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.183,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.18,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.153,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.23,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.097,CoffeMachine
50.0,0,0.312,-2.497,0.013,234.024,CoffeMachine
50.0,275,0.208,-3.226,0.013,235.332,CoffeMachine
50.0,275,0.312,-3.226,0.013,233.981,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.075,CoffeMachine
50.0,275,0.312,-3.226,0.013,235.061,CoffeMachine
50.0,275,0.208,-3.226,0.013,233.912,CoffeMachine
50.0,333,77.227,-2.81,0.331,233.93,CoffeMachine
50.0,275,0.312,-3.226,0.013,235.036,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.159,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.193,CoffeMachine
50.0,275,0.208,-3.226,0.013,235.116,CoffeMachine
50.0,2,1219.918,45.586,5.26,231.146,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.202,CoffeMachine
50.0,0,16.444,-2.81,0.07,235.129,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.363,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.283,CoffeMachine
50.0,276,0.208,-3.226,0.013,235.385,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.441,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.61,CoffeMachine
50.0,275,0.208,-3.226,0.013,235.349,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.428,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.543,CoffeMachine
50.0,276,0.208,-3.226,0.013,235.32,CoffeMachine
50.0,276,0.208,-3.226,0.013,234.194,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.232,CoffeMachine
50.0,275,0.312,-3.226,0.013,235.108,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.319,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.214,CoffeMachine
50.0,276,0.312,-3.226,0.013,235.442,CoffeMachine
50.0,276,0.208,-3.226,0.013,234.492,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.377,CoffeMachine
50.0,275,0.312,-3.226,0.013,235.422,CoffeMachine
50.0,276,0.208,-3.226,0.013,234.352,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.249,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.32,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.305,CoffeMachine
50.0,0,0.312,-2.393,1.013,233.494,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.247,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.252,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.38,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.205,CoffeMachine
50.0,275,0.312,-3.226,0.013,234.313,CoffeMachine
50.0,315,2.289,-3.018,0.016,234.334,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.354,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.298,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.379,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.243,CoffeMachine
50.0,275,0.208,-3.226,0.013,234.379,CoffeMachine
50.0,276,0.312,-3.226,0.013,234.403,CoffeMachine
50.0,276,0.312,-3.226,0.013,235.625,CoffeMachine
50.0,276,0.312,-3.226,0.013,235.734,CoffeMachine
50.0,275,0.208,-3.226,0.013,235.731,CoffeMachine
50.0,277,2.497,-17.069,0.075,229.197,ComputerStation
50.0,277,2.497,-17.069,0.075,229.156,ComputerStation
50.0,277,2.497,-17.069,0.075,229.271,ComputerStation
50.0,277,2.497,-17.069,0.075,229.16,ComputerStation
50.0,277,2.497,-17.173,0.075,229.57,ComputerStation
50.0,277,2.497,-17.069,0.075,229.159,ComputerStation
50.0,277,2.497,-17.069,0.075,229.128,ComputerStation
50.0,277,2.497,-16.965,0.075,228.77,ComputerStation
50.0,277,2.497,-17.069,0.075,229.157,ComputerStation
50.0,277,2.497,-16.965,0.075,228.779,ComputerStation
50.0,277,2.497,-17.069,0.075,228.952,ComputerStation
50.0,277,2.497,-17.069,0.075,228.909,ComputerStation
50.0,277,2.497,-17.069,0.075,229.172,ComputerStation
50.0,277,2.497,-16.965,0.075,228.759,ComputerStation
50.0,277,2.497,-17.069,0.075,228.971,ComputerStation
50.0,277,2.497,-16.965,0.075,228.789,ComputerStation
50.0,277,2.497,-17.069,0.075,229.037,ComputerStation
50.0,277,2.497,-17.069,0.075,228.998,ComputerStation
50.0,277,2.497,-17.069,0.075,229.374,ComputerStation
50.0,277,2.393,-17.069,0.075,228.997,ComputerStation
50.0,277,2.393,-16.965,0.075,228.568,ComputerStation
50.0,277,2.497,-16.86,0.074,228.055,ComputerStation
50.0,277,2.497,-16.965,0.075,228.328,ComputerStation
50.0,277,2.497,-17.069,0.075,229.25,ComputerStation
50.0,277,2.497,-17.069,0.075,229.277,ComputerStation
50.0,277,2.497,-17.069,0.075,228.98,ComputerStation
50.0,277,2.497,-17.069,0.075,229.219,ComputerStation
50.0,277,2.497,-17.069,0.075,229.263,ComputerStation
50.0,277,2.497,-17.069,0.075,229.44,ComputerStation
50.0,277,2.497,-16.965,0.075,228.891,ComputerStation
50.0,277,2.497,-17.069,0.075,229.246,ComputerStation
50.0,277,2.497,-16.965,0.075,228.89,ComputerStation
50.0,277,2.497,-17.069,0.075,229.162,ComputerStation
50.0,277,2.497,-16.965,0.075,228.313,ComputerStation
50.0,277,2.497,-16.86,0.074,228.36,ComputerStation
50.0,277,2.393,-16.965,0.075,228.512,ComputerStation
50.0,277,2.497,-17.069,0.075,229.352,ComputerStation
50.0,277,2.497,-16.965,0.075,228.707,ComputerStation
50.0,277,2.497,-17.069,0.075,229.309,ComputerStation
50.0,277,2.497,-17.069,0.075,229.226,ComputerStation
50.0,277,2.393,-17.069,0.075,229.429,ComputerStation
50.0,277,2.497,-17.069,0.075,229.332,ComputerStation
50.0,277,2.497,-17.069,0.075,229.324,ComputerStation
50.0,277,2.497,-17.069,0.075,229.077,ComputerStation
50.0,277,2.497,-17.069,0.075,229.051,ComputerStation
50.0,277,2.393,-17.069,0.075,229.061,ComputerStation
50.0,277,2.497,-17.069,0.075,229.115,ComputerStation
50.0,277,2.497,-17.069,0.075,229.003,ComputerStation
50.0,277,2.497,-17.069,0.075,228.88,ComputerStation
50.0,277,2.497,-17.069,0.075,229.066,ComputerStation
50.0,277,2.497,-17.069,0.075,229.283,ComputerStation
50.0,277,2.497,-17.069,0.075,229.215,ComputerStation
50.0,277,2.497,-17.069,0.075,229.275,ComputerStation
50.0,277,2.497,-17.069,0.075,229.236,ComputerStation
50.0,277,2.497,-17.069,0.075,229.395,ComputerStation
50.0,277,2.497,-17.069,0.075,229.329,ComputerStation
50.0,277,2.497,-17.069,0.075,229.314,ComputerStation
50.0,277,2.497,-17.069,0.075,229.156,ComputerStation
50.0,277,2.497,-17.069,0.075,229.213,ComputerStation
50.0,277,2.497,-17.069,0.075,229.098,ComputerStation
50.0,277,2.497,-17.069,0.075,229.112,ComputerStation
50.0,277,2.393,-17.069,0.075,229.018,ComputerStation
50.0,277,2.497,-17.069,0.075,229.136,ComputerStation
50.0,277,2.393,-16.652,0.074,226.449,ComputerStation
50.0,277,2.393,-16.756,0.074,226.897,ComputerStation
50.0,277,2.393,-16.652,0.074,226.578,ComputerStation
50.0,277,2.497,-17.069,0.075,229.398,ComputerStation
50.0,277,2.497,-17.069,0.075,229.207,ComputerStation
50.0,277,2.393,-16.652,0.074,226.518,ComputerStation
50.0,277,2.497,-17.069,0.075,229.02,ComputerStation
50.0,277,2.497,-16.965,0.075,228.457,ComputerStation
50.0,277,2.497,-16.965,0.075,228.487,ComputerStation
50.0,277,2.497,-16.965,0.075,228.63,ComputerStation
50.0,277,2.497,-16.965,0.075,228.473,ComputerStation
50.0,277,2.393,-17.069,0.075,228.996,ComputerStation
50.0,277,2.497,-16.965,0.075,228.852,ComputerStation
49.9,277,2.601,-16.86,0.075,227.903,ComputerStation
50.0,277,2.497,-16.965,0.075,228.546,ComputerStation
50.0,277,2.393,-17.069,0.075,228.719,ComputerStation
50.0,277,2.393,-16.965,0.075,228.533,ComputerStation
50.0,277,2.497,-16.86,0.075,227.664,ComputerStation
50.0,277,2.497,-16.756,0.074,227.427,ComputerStation
50.0,277,2.497,-16.965,0.075,228.736,ComputerStation
50.0,340,90.028,-32.889,0.42,228.222,ComputerStation
50.0,342,101.061,-33.201,0.466,228.281,ComputerStation
50.0,339,82.431,-32.576,0.388,228.041,ComputerStation
50.0,337,75.561,-32.16,0.36,228.189,ComputerStation
50.0,340,86.802,-32.472,0.408,227.742,ComputerStation
50.0,337,74.521,-32.16,0.355,228.171,ComputerStation
50.0,336,67.131,-31.432,0.326,227.849,ComputerStation
50.0,336,67.651,-31.64,0.328,227.949,ComputerStation
50.0,339,84.408,-32.368,0.398,227.535,ComputerStation
50.0,339,82.951,-32.681,0.392,227.802,ComputerStation
50.0,337,75.77,-32.16,0.362,227.479,ComputerStation
50.0,343,105.12,-33.409,0.485,227.698,ComputerStation
50.0,338,79.204,-32.472,0.377,227.577,ComputerStation
50.0,337,74.937,-32.368,0.359,227.867,ComputerStation
50.0,337,75.249,-32.472,0.36,227.861,ComputerStation
50.0,337,74.417,-32.368,0.355,228.112,ComputerStation
50.0,338,81.078,-32.576,0.383,228.02,ComputerStation
50.0,338,79.725,-32.785,0.378,228.122,ComputerStation
50.0,338,79.621,-32.889,0.379,227.634,ComputerStation
50.0,338,79.621,-32.681,0.377,228.016,ComputerStation
50.0,338,80.765,-32.681,0.383,227.994,ComputerStation
50.0,340,90.341,-32.993,0.421,228.015,ComputerStation
50.0,338,77.643,-32.576,0.37,227.605,ComputerStation
50.0,337,76.81,-32.472,0.365,228.231,ComputerStation
50.0,338,77.331,-32.576,0.367,228.011,ComputerStation
50.0,337,76.29,-32.368,0.365,227.978,ComputerStation
50.0,337,75.145,-32.264,0.36,227.985,ComputerStation
50.0,336,73.063,-32.16,0.351,227.858,ComputerStation
50.0,336,72.335,-32.16,0.348,227.901,ComputerStation
50.0,336,72.439,-32.056,0.348,227.933,ComputerStation
50.0,338,77.747,-32.576,0.371,227.845,ComputerStation
50.0,336,73.063,-32.16,0.351,227.784,ComputerStation
50.0,336,72.127,-32.16,0.346,228.108,ComputerStation
50.0,337,76.082,-32.472,0.362,228.104,ComputerStation
50.0,337,76.81,-32.576,0.365,228.042,ComputerStation
50.0,337,76.706,-32.576,0.365,228.231,ComputerStation
50.0,337,77.019,-32.681,0.366,228.295,ComputerStation
50.0,336,71.606,-32.056,0.345,227.995,ComputerStation
50.0,337,75.665,-32.472,0.361,228.029,ComputerStation
50.0,337,74.833,-32.264,0.358,227.817,ComputerStation
50.0,338,78.788,-32.576,0.373,228.04,ComputerStation
50.0,338,79.204,-32.472,0.377,227.749,ComputerStation
50.0,338,79.829,-32.785,0.378,228.314,ComputerStation
50.0,337,76.602,-32.472,0.366,227.808,ComputerStation
50.0,336,71.919,-32.264,0.345,228.509,ComputerStation
50.0,336,72.855,-32.368,0.349,228.491,ComputerStation
50.0,337,75.77,-32.472,0.361,228.572,ComputerStation
50.0,337,74.833,-32.368,0.357,228.27,ComputerStation
50.0,336,72.751,-32.368,0.349,228.53,ComputerStation
50.0,337,73.376,-32.16,0.352,227.946,ComputerStation
50.0,336,73.168,-32.368,0.35,228.549,ComputerStation
50.0,337,73.688,-32.368,0.352,228.167,ComputerStation
50.0,336,73.168,-32.368,0.35,228.53,ComputerStation
50.0,336,72.439,-32.16,0.347,228.016,ComputerStation
50.0,336,72.751,-32.16,0.35,227.595,ComputerStation
50.0,336,73.272,-31.848,0.351,227.069,ComputerStation
50.0,336,72.335,-32.16,0.347,228.303,ComputerStation
50.0,336,72.855,-32.056,0.35,227.956,ComputerStation
50.0,336,72.543,-32.264,0.348,228.588,ComputerStation
50.0,337,73.272,-32.056,0.352,227.949,ComputerStation
50.0,336,71.815,-32.056,0.344,228.285,ComputerStation
50.0,338,77.955,-32.368,0.371,227.889,ComputerStation
50.0,337,73.48,-32.368,0.352,228.539,ComputerStation
50.0,336,73.272,-32.264,0.351,228.04,ComputerStation
50.0,336,72.647,-32.368,0.348,228.465,ComputerStation
50.0,336,71.815,-32.056,0.344,228.111,ComputerStation
50.0,336,71.398,-32.264,0.343,228.585,ComputerStation
50.0,336,72.127,-32.264,0.346,228.26,ComputerStation
50.0,338,77.539,-32.681,0.368,228.657,ComputerStation
50.0,338,77.435,-32.472,0.368,228.163,ComputerStation
50.0,337,76.914,-32.576,0.366,228.271,ComputerStation
50.0,337,77.019,-32.368,0.367,227.667,ComputerStation
50.0,336,72.751,-32.264,0.349,228.328,ComputerStation
50.0,336,72.335,-31.64,0.349,226.166,ComputerStation
50.0,337,76.29,-32.16,0.366,226.488,ComputerStation
50.0,337,76.914,-32.264,0.369,226.664,ComputerStation
50.0,337,76.914,-32.16,0.368,226.461,ComputerStation
50.0,335,71.19,-31.848,0.345,226.437,ComputerStation
50.0,336,72.543,-31.952,0.35,226.492,ComputerStation
50.0,337,75.561,-32.16,0.363,226.501,ComputerStation
50.0,337,76.082,-32.681,0.363,228.219,ComputerStation
50.0,337,76.498,-32.576,0.364,228.203,ComputerStation
50.0,338,77.851,-32.681,0.37,228.208,ComputerStation
50.0,336,71.919,-32.264,0.345,228.359,ComputerStation
50.0,337,75.77,-32.056,0.363,226.284,ComputerStation
50.0,337,75.874,-32.056,0.364,226.246,ComputerStation
50.0,338,77.331,-32.16,0.37,226.082,ComputerStation
50.0,338,77.851,-32.16,0.372,226.215,ComputerStation
50.0,337,76.706,-32.056,0.367,226.094,ComputerStation
50.0,337,73.584,-31.848,0.354,226.119,ComputerStation
50.0,336,73.272,-31.952,0.353,226.419,ComputerStation
50.0,336,72.959,-31.952,0.352,226.281,ComputerStation
50.0,335,70.774,-31.744,0.343,226.129,ComputerStation
50.0,337,75.457,-32.16,0.362,226.331,ComputerStation
50.0,338,79.1,-32.056,0.379,225.685,ComputerStation
50.0,337,77.019,-32.056,0.369,226.011,ComputerStation
50.0,337,75.874,-31.952,0.365,225.76,ComputerStation
50.0,336,72.543,-31.744,0.35,226.077,ComputerStation
50.0,337,71.606,-31.64,0.347,225.822,ComputerStation
50.0,336,71.606,-31.952,0.346,226.821,ComputerStation
50.0,337,76.394,-32.16,0.366,226.58,ComputerStation
